Crop_Type,Soil_Type,Region,Season,Irrigation,Fertilizer,Rainfall,Temperature,Humidity,Nitrogen,Yield
Wheat,Loamy,West,Kharif,Flood,Chemical,164.9,21.7,65.7,114,6.65
Sugarcane,Silty,North,Kharif,Drip,Mixed,135.4,23.6,50.9,105,5.46
Sugarcane,Silty,East,Rabi,Flood,Chemical,185.6,27.4,84.1,114,6.19
Wheat,Sandy,West,Kharif,Flood,Organic,92.8,26.5,64.7,119,6.09
Sugarcane,Clay,South,Kharif,Drip,Chemical,129.7,39.3,53.4,55,3.52
Sugarcane,,East,Rabi,,Organic,153.6,21.6,83,108,6.95
Cotton,Silty,North,Kharif,Drip,Mixed,123.3,26.5,62,,6
Rice,Silty,East,Rabi,Flood,Chemical,170.3,21.3,72,,6.22
Maize,Loamy,East,Rabi,Drip,Chemical,114.9,25.4,78.1,,5.44
Sugarcane,Sandy,North,Rabi,Drip,Chemical,202.4,,73.7,49,5.02
Wheat,Sandy,North,Kharif,Drip,Mixed,204.3,30.4,,,7.26
Sugarcane,Clay,East,Rabi,Drip,Mixed,139.9,25.2,76.3,100,6.19
Sugarcane,Silty,North,Rabi,Drip,Chemical,149.3,26.2,66.8,49,5.4
Cotton,Loamy,South,Kharif,Sprinkler,Chemical,171.7,25.3,64.1,80,6.53
Rice,Clay,North,Rabi,,Organic,88.4,21.4,66.7,92,4.48
Maize,Loamy,West,Rabi,Sprinkler,Chemical,84.1,24.4,48.7,77,3.51
Wheat,Sandy,East,Kharif,Drip,Chemical,174,25.5,70.3,103,7.39
Sugarcane,Sandy,West,Rabi,Drip,Chemical,139.6,27.3,51.6,50,5.64
Rice,Silty,North,Zaid,Flood,Mixed,122.1,29.2,64.6,67,4.68
Wheat,Sandy,North,Kharif,Drip,Mixed,130.4,26.1,69.9,116,6.58
Cotton,Loamy,East,Zaid,Drip,Chemical,46.5,,80.9,81,5.29
Cotton,Clay,East,Zaid,Sprinkler,Chemical,123.3,20.1,58.2,54,5.63
Cotton,Loamy,West,Zaid,Drip,Organic,103.6,29.2,85.4,49,4.02
Wheat,Sandy,West,Kharif,Sprinkler,Chemical,162.1,24.2,79.4,87,4.9
Cotton,Sandy,West,Kharif,Flood,Mixed,164.8,30,62.8,114,5.61
Cotton,Silty,North,Zaid,Drip,Mixed,150.2,32.3,54.7,43,4.7
Cotton,Clay,South,Rabi,Flood,Mixed,143.8,26.2,50.7,48,6.26
Sugarcane,,West,Zaid,,Chemical,77.6,22.9,71.3,70,3.86
Rice,Loamy,East,Rabi,Sprinkler,Mixed,150.7,26.9,59.2,56,4.9
Rice,Clay,West,Rabi,Sprinkler,Mixed,,28.4,82.4,49,4.72
Sugarcane,,East,Rabi,Sprinkler,Chemical,173.6,25.7,59.8,63,5.4
Maize,Silty,North,Rabi,Drip,Organic,204.1,24.7,57.2,91,6.8
Maize,Silty,South,Rabi,Drip,Chemical,70.8,29.3,70.8,106,4.09
Rice,Loamy,West,Zaid,Flood,Mixed,116.4,29,59.8,64,5.83
Cotton,,East,Rabi,Drip,Chemical,104,25.6,68.1,96,5.32
Cotton,Sandy,North,Zaid,Flood,Mixed,136,20.4,79.8,105,7.93
Wheat,Clay,North,Kharif,Sprinkler,Mixed,130.5,28.8,69.4,40,3.76
Maize,Loamy,West,Zaid,Flood,Organic,121.8,23.9,69.5,108,7.17
Sugarcane,Silty,West,Kharif,Sprinkler,Mixed,166,27.9,70.5,54,6.66
Rice,Sandy,West,Rabi,Sprinkler,Chemical,91.5,27.6,47.7,94,4.91
Rice,Sandy,North,Rabi,,Mixed,93.6,19.4,72.7,100,4.86
Cotton,Silty,West,Kharif,Flood,Mixed,89,28.3,57.3,117,5.22
Sugarcane,Silty,South,Rabi,Flood,Mixed,108.7,26.3,78.2,55,5.28
Rice,Silty,West,Zaid,Drip,Organic,122.6,31.3,61.6,87,4.39
Rice,Silty,East,Kharif,Drip,Mixed,126.2,31.8,75.6,,4.05
Cotton,Silty,North,Zaid,Flood,Chemical,117.2,29,,52,3.15
Wheat,Sandy,South,Rabi,Flood,Chemical,112,31.3,87.1,58,5.69
Rice,Sandy,East,Rabi,Sprinkler,Mixed,99.5,20.5,64.1,62,3.94
Sugarcane,Sandy,North,Zaid,Drip,Organic,79.4,27,73.8,57,4.88
Cotton,Clay,South,Zaid,Sprinkler,Organic,131.2,32.7,73.6,60,2.95
Rice,Silty,South,Rabi,Flood,Organic,124,30,59.8,72,5.07
Maize,Loamy,West,Zaid,Sprinkler,Chemical,83,28.5,53.4,55,2.66
Cotton,Sandy,East,Zaid,Flood,Mixed,132.3,24.8,76.7,83,6.84
Wheat,Loamy,South,Zaid,Sprinkler,Mixed,81.2,24.8,74.7,66,6.2
Sugarcane,Loamy,East,Rabi,Flood,Organic,108.8,22.9,79.8,71,4.1
Wheat,,East,Kharif,Drip,Chemical,164.7,21.4,,58,5.03
Maize,Clay,West,Zaid,Flood,Chemical,85.1,24.8,67.4,51,3.58
Maize,Silty,North,Rabi,Drip,Organic,89.8,19.1,68.8,83,5.21
Rice,Sandy,West,Kharif,Sprinkler,Mixed,,24.8,57.8,110,5.22
Cotton,Sandy,South,Kharif,Drip,Organic,183.1,21,77.5,48,5.51
Rice,Silty,South,Kharif,Drip,Organic,149.5,25.1,72.4,44,4.77
